Survived,Age,FamilySize,IsAlone,Age*Class,Age*Fare,AgeBand,FareBand,Fare_log,Sex_male,Pclass_2,Pclass_3,Embarked_Q,Embarked_S,Title_Miss,Title_Mr,Title_Mrs
1,-0.20602747702093363,-0.5609748304808925,0.8119223343984152,0.482220155318883,-0.4453736788227827,0.11393227053944749,-1.3397369794696112,-0.8135961720983267,1,0,1,0,1,0,1,0
0,-1.5630445313595187,1.9195639980971482,-1.2316448970959013,-1.1294881665882495,-0.39080594601598573,-2.3030594687616883,1.3447584823911616,0.6233938271906204,0,0,1,0,1,1,0,0
0,0.5101759683244307,0.6792945838081278,-1.2316448970959013,0.24344855207338192,-0.03785366752278028,0.11393227053944749,0.44992666177090385,0.3444394801955362,1,1,0,0,1,0,1,0
0,0.9248200682612205,-0.5609748304808925,0.8119223343984152,0.5717595065359459,-0.2602336061317493,1.3224281401900153,-0.4449051588493537,-0.3336984726090336,1,1,0,0,1,0,1,0
0,1.603328595430513,-0.5609748304808925,0.8119223343984152,1.1089956138383235,-0.20903931629441158,1.3224281401900153,-0.4449051588493537,-0.3693384839068557,1,1,0,0,1,0,1,0
1,-0.5829766587816517,0.059159876663617626,-1.2316448970959013,-1.2787204186166876,0.24699130595104046,0.11393227053944749,1.3447584823911616,1.2920564383571118,0,0,0,0,1,0,0,1
0,1.9425828590151593,-0.5609748304808925,0.8119223343984152,3.034091665005176,-0.31498707860935454,1.3224281401900153,-0.4449051588493537,-0.7841792430073967,1,0,1,0,1,0,1,0
0,0.8117353137330051,0.6792945838081278,-1.2316448970959013,1.6910013967492323,-0.23747139157189823,1.3224281401900153,0.44992666177090385,-0.2286058134653583,1,0,1,0,1,0,1,0
0,0.1950464523724704,-0.5609748304808925,0.8119223343984152,0.9585695037936579,-0.43110748154031836,0.11393227053944749,-1.3397369794696112,-0.8719479292525482,1,0,1,0,1,0,1,0
0,1.603328595430513,0.059159876663617626,-1.2316448970959013,-0.4131733568517461,1.1658338694036157,1.3224281401900153,1.3447584823911616,1.2090665177433995,1,0,0,0,0,0,1,0
1,-1.0353156768945133,-0.5609748304808925,0.8119223343984152,-0.5027127080688091,-0.49324540268902284,-1.0945635991111204,-1.3397369794696112,-0.8209591021193487,0,0,1,1,0,1,0,0
0,0.020142032035497207,-0.5609748304808925,0.8119223343984152,0.7508382089700717,-0.42826013542810426,0.11393227053944749,-0.4449051588493537,-0.7841792430073967,1,0,1,0,1,0,1,0
0,0.1950464523724704,-0.5609748304808925,0.8119223343984152,0.9585695037936579,-0.4070308525542476,0.11393227053944749,-0.4449051588493537,-0.7165619336211217,1,0,1,0,1,0,1,0
0,-1.8970215063995148,5.64037224096421,-1.2316448970959013,-1.5261474924798382,-0.3861329323432561,-2.3030594687616883,1.3447584823911616,1.3361591794576348,1,0,1,0,1,0,0,0
0,1.0755997409655078,0.059159876663617626,-1.2316448970959013,2.0043891260089524,-0.17061945717369323,1.3224281401900153,0.44992666177090385,-0.12717266791993012,1,0,1,0,1,0,1,0
1,0.7740403955569333,-0.5609748304808925,0.8119223343984152,0.4523737049131954,-0.2138814601189617,0.11393227053944749,0.44992666177090385,-0.1485253917280838,0,1,0,0,1,0,0,1
0,-0.28141731337307724,-0.5609748304808925,0.8119223343984152,0.3926808041018201,-0.44997390859004704,0.11393227053944749,-1.3397369794696112,-0.8160407306065733,1,0,1,0,1,0,1,0
0,-0.9599258405423697,-0.5609748304808925,0.8119223343984152,-0.4131733568517461,-0.4802614492362003,-1.0945635991111204,-0.4449051588493537,-0.7165619336211217,1,0,1,0,1,0,1,0
0,-2.1661632221766673,2.5396987052416584,-1.2316448970959013,-1.8458029763247528,-0.5396225457519815,-2.3030594687616883,1.3447584823911616,0.7678594338107121,1,0,1,0,1,0,0,0
1,-1.5630445313595187,0.6792945838081278,-1.2316448970959013,-1.1294881665882495,-0.45958921983139017,-2.3030594687616883,0.44992666177090385,0.11044794172866994,1,0,1,0,1,0,0,0
1,0.4619264730590587,0.059159876663617626,-1.2316448970959013,-0.865048615993857,0.5268147969401428,0.11393227053944749,1.3447584823911616,1.0976780669265336,0,0,0,0,1,0,0,1
0,1.1509895773176513,2.5396987052416584,-1.2316448970959013,2.0939284772260156,0.1312764842976887,1.3224281401900153,0.44992666177090385,0.4146557174979072,0,0,1,0,1,0,0,1
0,0.1950464523724704,-0.5609748304808925,0.8119223343984152,-0.9707050504299912,-0.09916210598236061,0.11393227053944749,0.44992666177090385,0.34156737843370105,1,0,0,0,1,0,1,0
0,-0.13063764066879002,-0.5609748304808925,0.8119223343984152,0.5717595065359459,0.31137796835487963,0.11393227053944749,1.3447584823911616,1.1248955097361604,1,0,1,0,1,0,1,0
0,2.3572269589519492,-0.5609748304808925,0.8119223343984152,-0.11470885279486974,0.5661037587986008,2.530924009840583,1.3447584823911616,0.5975333003696796,1,0,0,0,1,0,1,0
0,-1.9399937131202367,2.5396987052416584,-1.2316448970959013,-1.577184922673564,-0.49723654318522864,-2.3030594687616883,0.44992666177090385,0.457519539438721,1,0,1,1,0,0,0,0
1,-2.1661632221766673,0.6792945838081278,-1.2316448970959013,-1.8458029763247528,-0.5553790748910095,-2.3030594687616883,-0.4449051588493537,-0.48145578049281335,0,0,1,0,1,1,0,0
0,-0.6583664951337953,-0.5609748304808925,0.8119223343984152,-0.05501595198349447,-0.4696873659270332,0.11393227053944749,-0.4449051588493537,-0.798539974052802,1,0,1,0,1,0,1,0
0,1.9802777771912312,-0.5609748304808925,0.8119223343984152,-0.2639411048233079,0.3870215805046815,1.3224281401900153,0.44992666177090385,0.5100012756239033,1,0,0,0,0,0,1,0
0,-0.8845360041902262,0.6792945838081278,-1.2316448970959013,-0.3236340056346832,-0.48350990695480367,-1.0945635991111204,-1.3397369794696112,-0.806763380796033,1,0,1,0,1,0,1,0
0,-1.8970215063995148,1.9195639980971482,-1.2316448970959013,-1.5261474924798382,-0.4973012049807277,-2.3030594687616883,0.44992666177090385,0.32384119624754826,1,0,1,0,1,0,0,0
0,1.5279387590783695,-0.5609748304808925,0.8119223343984152,-0.44301980725743373,0.23067148787570493,1.3224281401900153,0.44992666177090385,0.4432836100273541,0,0,0,0,0,1,0,0
0,0.020142032035497207,-0.5609748304808925,0.8119223343984152,-0.14455530320055737,-0.3463161630126405,0.11393227053944749,-0.4449051588493537,-0.3336984726090336,1,1,0,0,1,0,1,0
0,0.4724810501483589,-0.5609748304808925,0.8119223343984152,1.2880743162724493,-0.5615225552148686,0.11393227053944749,-1.3397369794696112,-3.0585777291682934,1,0,1,0,1,0,1,0
0,-0.6071014064143376,5.64037224096421,-1.2316448970959013,0.0058708068441080796,0.27052274541019894,0.11393227053944749,1.3447584823911616,1.3361591794576348,0,0,1,0,1,1,0,0
0,0.1950464523724704,-0.5609748304808925,0.8119223343984152,-0.006067773318166721,-0.29311272837015323,0.11393227053944749,0.44992666177090385,-0.19260305647698941,1,1,0,0,0,0,1,0
0,-1.5630445313595187,3.1598334123861687,-1.2316448970959013,-1.1294881665882495,-0.4056427713245432,-2.3030594687616883,1.3447584823911616,0.5322916934007406,1,0,1,0,1,0,0,0
1,-2.1661632221766673,1.299429290952638,-1.2316448970959013,-1.8756494267304404,-0.5400019159946458,-2.3030594687616883,1.3447584823911616,0.750263780890198,1,1,0,0,1,0,0,0
1,-1.9399937131202367,0.6792945838081278,-1.2316448970959013,-1.577184922673564,-0.5129079830276473,-2.3030594687616883,0.44992666177090385,0.1800041951014629,0,0,1,0,1,1,0,0
0,0.1950464523724704,-0.5609748304808925,0.8119223343984152,-0.9707050504299912,0.3302044442692354,0.11393227053944749,1.3447584823911616,1.0011105492142125,1,0,0,0,1,0,1,0
1,0.4619264730590587,0.059159876663617626,-1.2316448970959013,1.2755388071020604,-0.254809301425729,0.11393227053944749,0.44992666177090385,-0.16405229962564447,0,0,1,1,0,0,0,1
1,1.1509895773176513,-0.5609748304808925,0.8119223343984152,-0.592252059285872,0.09775395012772625,1.3224281401900153,0.44992666177090385,0.36526093570402607,1,0,0,0,1,0,1,0
0,0.7740403955569333,0.6792945838081278,-1.2316448970959013,1.646231721140701,-0.21939957273953165,0.11393227053944749,0.44992666177090385,-0.16405229962564447,1,0,1,1,0,0,1,0
0,0.4724810501483589,-0.5609748304808925,0.8119223343984152,1.2880743162724493,-0.40467086614868214,0.11393227053944749,-1.3397369794696112,-0.8019236166026618,1,0,1,0,1,0,1,0
1,0.17092170473978444,-0.5609748304808925,0.8119223343984152,-0.025169501577806827,-0.3319690701991586,0.11393227053944749,-0.4449051588493537,-0.3336984726090336,0,1,0,0,1,0,0,1
0,-0.8091461678380826,-0.5609748304808925,0.8119223343984152,-0.8011772121256854,-0.4252251734867908,-1.0945635991111204,-0.4449051588493537,-0.3336984726090336,1,1,0,0,1,0,1,0
1,-0.8091461678380826,0.059159876663617626,-1.2316448970959013,-0.23409465441762028,-0.47917587094035563,-1.0945635991111204,-1.3397369794696112,-0.806763380796033,0,0,1,0,1,1,0,0
1,-2.0153835494723804,0.6792945838081278,-1.2316448970959013,-1.7562636251076897,-0.5184812767744229,-2.3030594687616883,0.44992666177090385,0.3444394801955362,1,1,0,0,1,0,0,0
1,1.0755997409655078,-0.5609748304808925,0.8119223343984152,-0.6220985096915596,0.11153002864723159,1.3224281401900153,0.44992666177090385,0.4082334475616762,0,0,0,0,0,0,0,1
1,2.1310574498955184,-0.5609748304808925,0.8119223343984152,-0.20424820401193264,4.1278834435899645,1.3224281401900153,1.3447584823911616,2.097794920021772,0,0,0,0,0,1,0,0
0,0.1950464523724704,-0.5609748304808925,0.8119223343984152,0.9585695037936579,-0.42330487029483244,0.11393227053944749,-1.3397369794696112,-0.8189865811572414,1,0,1,1,0,0,1,0
0,0.9248200682612205,0.059159876663617626,-1.2316448970959013,1.8253104235748268,-0.3667462024545339,1.3224281401900153,-0.4449051588493537,-0.7445391097425897,1,0,1,0,1,0,1,0
1,-0.6071014064143376,-0.5609748304808925,0.8119223343984152,0.0058708068441080796,-0.46880722696405225,0.11393227053944749,-1.3397369794696112,-0.8189865811572414,0,0,1,1,0,1,0,0
0,-0.43219698607736445,-0.5609748304808925,0.8119223343984152,-0.5027127080688091,-0.3893574414530861,0.11393227053944749,-0.4449051588493537,-0.3336984726090336,0,1,0,0,1,1,0,0
0,-0.13063764066879002,-0.5609748304808925,0.8119223343984152,0.5717595065359459,-0.4147407595077079,0.11393227053944749,-0.4449051588493537,-0.6307359423566569,1,0,1,0,1,0,1,0
0,0.1950464523724704,5.64037224096421,-1.2316448970959013,0.9585695037936579,0.67886970106752,0.11393227053944749,1.3447584823911616,1.3361591794576348,1,0,1,0,1,0,1,0
0,0.3217013774440717,-0.5609748304808925,0.8119223343984152,1.1089956138383235,-0.4396510649484944,0.11393227053944749,-1.3397369794696112,-0.9787286015064478,1,0,1,0,1,0,1,0
0,1.1886844954937232,-0.5609748304808925,0.8119223343984152,2.138698152834547,-0.3801215004544072,1.3224281401900153,-1.3397369794696112,-0.8828741679067217,1,0,1,0,0,0,1,0
1,-0.8845360041902262,-0.5609748304808925,0.8119223343984152,-0.3236340056346832,-0.48156510334281,-1.0945635991111204,-0.4449051588493537,-0.7841792430073967,1,0,1,0,1,0,1,0
0,-2.090773385824524,0.059159876663617626,-1.2316448970959013,-1.7562636251076897,-0.549975904556326,-2.3030594687616883,-0.4449051588493537,-0.5401781836878246,0,0,1,0,1,1,0,0
0,0.17092170473978444,0.059159876663617626,-1.2316448970959013,0.9299169114041976,-0.2816438830995607,0.11393227053944749,0.44992666177090385,-0.1423794216910609,1,0,1,0,1,0,1,0
1,-0.28141731337307724,-0.5609748304808925,0.8119223343984152,0.3926808041018201,-0.29197654898157793,0.11393227053944749,0.44992666177090385,0.023546289947323752,1,0,1,0,0,0,1,0
1,-1.0353156768945133,-0.5609748304808925,0.8119223343984152,-0.5027127080688091,-0.49309795871980117,-1.0945635991111204,-1.3397369794696112,-0.8189865811572414,0,0,1,1,0,1,0,0
1,0.7740403955569333,-0.5609748304808925,0.8119223343984152,-0.7414843113143101,0.12272340973580528,0.11393227053944749,0.44992666177090385,0.5198636196706229,1,0,0,0,0,0,1,0
0,-0.43219698607736445,-0.5609748304808925,0.8119223343984152,0.21360210166769428,-0.46815608967482497,0.11393227053944749,-1.3397369794696112,-0.9050797531497118,1,0,1,0,1,0,1,0
1,0.39709121379621526,-0.5609748304808925,0.8119223343984152,0.153909200856319,-0.1559412776029772,0.11393227053944749,0.44992666177090385,0.1329851701219792,0,1,0,0,1,1,0,0
0,-0.5829766587816517,-0.5609748304808925,0.8119223343984152,0.03452339923356845,-0.47350865891677785,0.11393227053944749,-1.3397369794696112,-0.8797405693934278,1,0,1,0,1,0,1,0
0,0.020142032035497207,-0.5609748304808925,0.8119223343984152,-0.14455530320055737,-0.3463161630126405,0.11393227053944749,-0.4449051588493537,-0.3336984726090336,1,1,0,0,1,0,1,0
0,0.1950464523724704,0.059159876663617626,-1.2316448970959013,0.9585695037936579,-0.42330487029483244,0.11393227053944749,-1.3397369794696112,-0.8189865811572414,1,0,1,1,0,0,1,0
1,0.09553186838764081,0.059159876663617626,-1.2316448970959013,-1.0101023649654988,1.3761764867798212,0.11393227053944749,1.3447584823911616,1.834129231109428,0,0,0,0,0,1,0,0
1,-0.20602747702093363,-0.5609748304808925,0.8119223343984152,0.482220155318883,-0.44344874041622306,0.11393227053944749,-0.4449051588493537,-0.798539974052802,0,0,1,0,1,1,0,0
0,0.9248200682612205,0.059159876663617626,-1.2316448970959013,0.5717595065359459,0.0642314159577638,1.3224281401900153,0.44992666177090385,0.3819897971587497,1,1,0,0,1,0,1,0
1,0.17092170473978444,-0.5609748304808925,0.8119223343984152,-0.9802559145598112,0.7856332611522883,0.11393227053944749,1.3447584823911616,1.4303920040723752,0,0,0,0,0,1,0,0
0,0.020142032035497207,-0.5609748304808925,0.8119223343984152,-0.14455530320055737,-0.38770200766691515,0.11393227053944749,-0.4449051588493537,-0.5368057694182641,1,1,0,0,1,0,1,0
1,-1.0353156768945133,-0.5609748304808925,0.8119223343984152,-0.5027127080688091,-0.4904492646619276,-1.0945635991111204,-0.4449051588493537,-0.7841792430073967,1,0,1,0,1,0,1,0
0,-0.20602747702093363,-0.5609748304808925,0.8119223343984152,-0.3236340056346832,-0.3678368022328633,0.11393227053944749,-0.4449051588493537,-0.3336984726090336,1,1,0,0,1,0,1,0
0,1.603328595430513,-0.5609748304808925,0.8119223343984152,2.631164584528393,-0.3349764415773693,1.3224281401900153,-0.4449051588493537,-0.7841792430073967,1,0,1,0,1,0,1,0
0,0.1950464523724704,-0.5609748304808925,0.8119223343984152,0.9585695037936579,-0.42070459436433677,0.11393227053944749,-1.3397369794696112,-0.8019236166026618,1,0,1,0,1,0,1,0
1,0.6232607228526461,0.059159876663617626,-1.2316448970959013,-0.8011772121256854,1.3256719610200542,0.11393227053944749,1.3447584823911616,1.5989745568795648,1,0,0,0,1,0,1,0
0,-0.5829766587816517,-0.5609748304808925,0.8119223343984152,0.03452339923356845,-0.44801497860974465,0.11393227053944749,-0.4449051588493537,-0.6455926003653025,1,0,1,0,1,0,1,0
1,-0.8091461678380826,-0.5609748304808925,0.8119223343984152,-0.8011772121256854,-0.45143620843449805,-1.0945635991111204,-0.4449051588493537,-0.5368057694182641,1,1,0,0,1,0,1,0
0,-0.6960614133098671,-0.5609748304808925,0.8119223343984152,-0.09978562759202592,-0.4795096063916477,0.11393227053944749,-1.3397369794696112,-0.8797405693934278,1,0,1,0,1,0,1,0
0,-0.8845360041902262,-0.5609748304808925,0.8119223343984152,-0.8608701129370607,-0.43239871989353174,-1.0945635991111204,-0.4449051588493537,-0.3336984726090336,1,1,0,0,1,0,1,0
0,-0.6071014064143376,1.9195639980971482,-1.2316448970959013,0.0058708068441080796,-0.2568575939290539,0.11393227053944749,0.44992666177090385,0.32384119624754826,0,0,1,0,1,1,0,0
1,0.39709121379621526,0.059159876663617626,-1.2316448970959013,-0.8907165633427483,1.0506630232923995,0.11393227053944749,1.3447584823911616,1.5221510751129648,0,0,0,0,1,0,0,1
0,-0.05524780431664641,-0.5609748304808925,0.8119223343984152,0.6612988577530088,-0.4371029109025676,0.11393227053944749,-1.3397369794696112,-0.8160407306065733,1,0,1,0,1,0,1,0
0,2.206447286247662,-0.5609748304808925,0.8119223343984152,1.5865388203293256,-0.12200488498647202,1.3224281401900153,-0.4449051588493537,-0.29746598596845064,1,1,0,0,1,0,1,0
1,-1.864603876768093,3.1598334123861687,-1.2316448970959013,-1.4876455714565011,-0.4749226752757989,-2.3030594687616883,1.3447584823911616,0.5322916934007406,0,0,1,0,1,1,0,0
0,-0.43219698607736445,-0.5609748304808925,0.8119223343984152,-0.5027127080688091,-0.42246611717650584,0.11393227053944749,-0.4449051588493537,-0.5368057694182641,1,1,0,0,1,0,1,0
0,-0.6071014064143376,-0.5609748304808925,0.8119223343984152,0.0058708068441080796,-0.4711998805963314,0.11393227053944749,-1.3397369794696112,-0.8428609376877135,0,0,1,0,1,1,0,0
0,1.0755997409655078,0.059159876663617626,-1.2316448970959013,0.6911453081586965,0.06974952857833376,1.3224281401900153,0.44992666177090385,0.3444394801955362,1,1,0,0,1,0,1,0
1,-1.6384343677116622,0.6792945838081278,-1.2316448970959013,-1.4577991210508134,-0.44564219018289963,-2.3030594687616883,0.44992666177090385,0.35395586016517094,0,1,0,0,1,1,0,0
0,-0.8091461678380826,-0.5609748304808925,0.8119223343984152,-0.8011772121256854,-0.45143620843449805,-1.0945635991111204,-0.4449051588493537,-0.5368057694182641,1,1,0,0,1,0,1,0
0,0.24631154109192804,-0.5609748304808925,0.8119223343984152,0.03452339923356845,-0.33799760823713126,0.11393227053944749,-0.4449051588493537,-0.3886024739916458,1,1,0,0,1,0,1,0
0,-0.6071014064143376,0.059159876663617626,-1.2316448970959013,0.0058708068441080796,-0.3886030845564235,0.11393227053944749,-0.4449051588493537,-0.23166125968823223,0,0,1,0,0,1,0,0
1,-0.6071014064143376,0.059159876663617626,-1.2316448970959013,0.0058708068441080796,-0.37609189871323595,0.11393227053944749,0.44992666177090385,-0.16405229962564447,0,0,1,1,0,1,0,0
0,-0.05524780431664641,-0.5609748304808925,0.8119223343984152,-0.20424820401193264,-0.39349602591851357,0.11393227053944749,-0.4449051588493537,-0.5368057694182641,1,1,0,0,1,0,1,0
0,-0.5829766587816517,-0.5609748304808925,0.8119223343984152,0.03452339923356845,-0.4750261398874346,0.11393227053944749,-1.3397369794696112,-0.8955045384601199,1,0,1,0,1,0,1,0
0,0.020142032035497207,-0.5609748304808925,0.8119223343984152,0.7508382089700717,-0.4419174641640149,0.11393227053944749,-1.3397369794696112,-0.8828741679067217,1,0,1,0,0,0,1,0
0,1.0755997409655078,0.6792945838081278,-1.2316448970959013,-0.6220985096915596,1.6236500425308316,1.3224281401900153,1.3447584823911616,1.5989745568795648,1,0,0,1,0,0,1,0
0,-0.3568071497252209,-0.5609748304808925,0.8119223343984152,0.3031414528847572,-0.45426424115254016,0.11393227053944749,-1.3397369794696112,-0.8160407306065733,0,0,1,0,1,1,0,0
1,-0.43219698607736445,0.6792945838081278,-1.2316448970959013,-0.5027127080688091,-0.3694922360190343,0.11393227053944749,0.44992666177090385,-0.2286058134653583,0,1,0,0,1,0,0,1
1,0.5478708865005025,0.6792945838081278,-1.2316448970959013,-0.831023662531373,0.5114774236357734,0.11393227053944749,1.3447584823911616,1.0515683442816504,1,0,0,0,1,0,1,0
0,1.8294981044869438,0.059159876663617626,-1.2316448970959013,1.2880743162724493,0.21322045671315246,1.3224281401900153,0.44992666177090385,0.3444394801955362,1,1,0,0,1,0,1,0
0,0.1950464523724704,-0.5609748304808925,0.8119223343984152,0.9585695037936579,-0.43222214028967354,0.11393227053944749,-1.3397369794696112,-0.8797405693934278,1,0,1,0,1,0,1,0
0,-0.05524780431664641,0.6792945838081278,-1.2316448970959013,0.6612988577530088,-0.3940961206660005,0.11393227053944749,-0.4449051588493537,-0.5401781836878246,0,0,1,0,1,0,0,1
0,2.4326167953040927,-0.5609748304808925,0.8119223343984152,-0.0848624023891821,0.346813963257151,2.530924009840583,0.44992666177090385,0.36526093570402607,1,0,0,0,1,0,1,0
0,0.020142032035497207,0.059159876663617626,-1.2316448970959013,0.7508382089700717,-0.29499771564134,0.11393227053944749,0.44992666177090385,-0.12717266791993012,1,0,1,0,1,0,1,0
0,0.849430231909077,0.6792945838081278,-1.2316448970959013,1.7357710723577637,-0.10422966470746108,1.3224281401900153,0.44992666177090385,0.09534793704965058,0,0,1,0,1,0,0,1
1,-0.05524780431664641,0.6792945838081278,-1.2316448970959013,0.6612988577530088,-0.31755123518188105,0.11393227053944749,0.44992666177090385,-0.1800831698720664,0,0,1,0,0,0,0,1
1,0.4619264730590587,-0.5609748304808925,0.8119223343984152,-0.865048615993857,1.0056832318883477,0.11393227053944749,1.3447584823911616,1.4685301291949246,0,0,0,0,0,0,0,1
1,0.020142032035497207,-0.5609748304808925,0.8119223343984152,-1.0399488153711864,0.8704276698230335,0.11393227053944749,1.3447584823911616,1.5584783893656837,0,0,0,0,1,1,0,0
1,0.39709121379621526,-0.5609748304808925,0.8119223343984152,-0.8907165633427483,9.333293230207904,0.11393227053944749,1.3447584823911616,3.3852937438182273,0,0,0,0,0,1,0,0
1,1.5279387590783695,0.059159876663617626,-1.2316448970959013,1.049302713026948,0.15583208545922497,1.3224281401900153,0.44992666177090385,0.3444394801955362,0,1,0,0,1,0,0,1
0,0.1950464523724704,-0.5609748304808925,0.8119223343984152,0.9585695037936579,-0.42330487029483244,0.11393227053944749,-1.3397369794696112,-0.8189865811572414,1,0,1,1,0,0,1,0
1,-2.0153835494723804,3.1598334123861687,-1.2316448970959013,-1.666724273890627,-0.5095626272514268,-2.3030594687616883,1.3447584823911616,0.5322916934007406,1,0,1,0,1,0,0,0
0,1.6787184317826567,0.6792945838081278,-1.2316448970959013,-0.3833269064460585,1.7239693299727934,1.3224281401900153,1.3447584823911616,1.4743073772537167,1,0,0,0,1,0,1,0
0,0.7740403955569333,-0.5609748304808925,0.8119223343984152,-0.7414843113143101,-0.5615225552148686,0.11393227053944749,-1.3397369794696112,-3.0585777291682934,1,0,0,0,1,0,1,0
0,-0.6071014064143376,-0.5609748304808925,0.8119223343984152,0.0058708068441080796,-0.46880722696405225,0.11393227053944749,-1.3397369794696112,-0.8189865811572414,0,0,1,1,0,1,0,0
0,0.4724810501483589,-0.5609748304808925,0.8119223343984152,0.21360210166769428,-0.35293789815732446,0.11393227053944749,-0.4449051588493537,-0.5368057694182641,1,1,0,0,1,0,1,0
0,-1.0353156768945133,2.5396987052416584,-1.2316448970959013,-0.5027127080688091,-0.21112240380867672,-1.0945635991111204,1.3447584823911616,0.7678594338107121,1,0,1,0,1,0,1,0
1,-0.3568071497252209,0.059159876663617626,-1.2316448970959013,0.3031414528847572,-0.45426424115254016,0.11393227053944749,-1.3397369794696112,-0.8160407306065733,1,0,1,0,1,0,1,0
1,2.1310574498955184,0.059159876663617626,-1.2316448970959013,-0.20424820401193264,4.350052921383584,1.3224281401900153,1.3447584823911616,2.14527242190355,0,0,0,0,1,0,0,1
1,0.39709121379621526,-0.5609748304808925,0.8119223343984152,-0.8907165633427483,2.0580168305335573,0.11393227053944749,1.3447584823911616,2.0186331792044068,0,0,0,0,1,1,0,0
0,0.1950464523724704,-0.5609748304808925,0.8119223343984152,-0.9707050504299912,-0.008651815534724123,0.11393227053944749,0.44992666177090385,0.5198636196706229,1,0,0,0,1,0,1,0
1,-0.3568071497252209,-0.5609748304808925,0.8119223343984152,0.3031414528847572,-0.5615225552148686,0.11393227053944749,-1.3397369794696112,-3.0585777291682934,1,0,1,0,1,0,1,0
1,0.849430231909077,0.059159876663617626,-1.2316448970959013,0.5120666057245706,-0.12034945120030104,1.3224281401900153,0.44992666177090385,0.06007112543995847,0,1,0,0,1,0,0,1
0,0.5478708865005025,0.059159876663617626,-1.2316448970959013,-0.831023662531373,0.044862840659563204,0.11393227053944749,0.44992666177090385,0.4770416648490861,1,0,0,0,0,0,1,0
1,-0.6071014064143376,-0.5609748304808925,0.8119223343984152,0.0058708068441080796,-0.46880722696405225,0.11393227053944749,-1.3397369794696112,-0.8189865811572414,0,0,1,1,0,1,0,0
1,2.5080066316562366,0.059159876663617626,-1.2316448970959013,-0.05501595198349447,2.1486283231666548,2.530924009840583,1.3447584823911616,1.452419049919151,0,0,0,0,1,1,0,0
0,1.1509895773176513,-0.5609748304808925,0.8119223343984152,2.0939284772260156,-0.36907837757249157,1.3224281401900153,-1.3397369794696112,-0.8189865811572414,0,0,1,0,1,1,0,0
0,0.1950464523724704,-0.5609748304808925,0.8119223343984152,-0.006067773318166721,-0.5615225552148686,0.11393227053944749,-1.3397369794696112,-3.0585777291682934,1,1,0,0,1,0,1,0
0,-1.7138242040638059,2.5396987052416584,-1.2316448970959013,-1.3085668690223753,-0.4490220341629987,-2.3030594687616883,0.44992666177090385,0.457519539438721,1,0,1,1,0,0,0,0
1,0.39709121379621526,0.6792945838081278,-1.2316448970959013,1.1985349650553863,-0.17042632323197335,0.11393227053944749,0.44992666177090385,0.0971716406458445,0,0,1,0,1,0,0,1
0,2.6587863043605235,-0.5609748304808925,0.8119223343984152,3.8847155015672743,-0.28354763195365734,2.530924009840583,-1.3397369794696112,-0.8189865811572414,1,0,1,1,0,0,1,0
0,-0.13063764066879002,-0.5609748304808925,0.8119223343984152,0.5717595065359459,-0.44016954681032316,0.11393227053944749,-1.3397369794696112,-0.806763380796033,1,0,1,0,1,0,1,0
0,-1.0353156768945133,-0.5609748304808925,0.8119223343984152,-0.5027127080688091,-0.4776472433822053,-1.0945635991111204,-0.4449051588493537,-0.6307359423566569,1,0,1,0,1,0,1,0
1,-0.8091461678380826,-0.5609748304808925,0.8119223343984152,-0.23409465441762028,-0.47712302268325113,-1.0945635991111204,-0.4449051588493537,-0.7841792430073967,1,0,1,0,1,0,1,0
0,0.1950464523724704,-0.5609748304808925,0.8119223343984152,-0.9707050504299912,-0.09782451548313448,0.11393227053944749,0.44992666177090385,0.3444394801955362,1,0,0,0,1,0,1,0
0,0.24631154109192804,-0.5609748304808925,0.8119223343984152,1.0194562626212604,-0.40378040831510087,0.11393227053944749,-0.4449051588493537,-0.7165619336211217,1,0,1,0,0,0,1,0
1,0.020142032035497207,-0.5609748304808925,0.8119223343984152,0.7508382089700717,-0.404256345528625,0.11393227053944749,-0.4449051588493537,-0.6307359423566569,1,0,1,0,1,0,1,0
0,-0.5829766587816517,-0.5609748304808925,0.8119223343984152,0.03452339923356845,-0.4656687452299769,0.11393227053944749,-1.3397369794696112,-0.8019236166026618,1,0,1,0,1,0,1,0
1,0.9248200682612205,-0.5609748304808925,0.8119223343984152,0.5717595065359459,-0.2602336061317493,1.3224281401900153,-0.4449051588493537,-0.3336984726090336,1,1,0,0,1,0,1,0
1,-0.5829766587816517,-0.5609748304808925,0.8119223343984152,0.03452339923356845,-0.4674387350341509,0.11393227053944749,-1.3397369794696112,-0.8189865811572414,0,0,1,1,0,1,0,0
1,-0.28141731337307724,-0.5609748304808925,0.8119223343984152,-1.1593346169939371,0.5697457131281769,0.11393227053944749,1.3447584823911616,1.464014258564117,0,0,0,0,1,1,0,0
1,-0.8091461678380826,0.059159876663617626,-1.2316448970959013,-1.3682597698337504,0.39338948246881916,-1.0945635991111204,1.3447584823911616,1.6111475224786775,0,0,0,0,0,0,0,1
0,0.4724810501483589,-0.5609748304808925,0.8119223343984152,0.21360210166769428,-0.30575803525145134,0.11393227053944749,-0.4449051588493537,-0.3429588030007618,1,1,0,0,0,0,1,0
0,-0.43219698607736445,-0.5609748304808925,0.8119223343984152,0.21360210166769428,-0.44431784315396283,0.11393227053944749,-0.4449051588493537,-0.6967178907118832,0,0,1,0,1,1,0,0
